"Table 2. Gene expression data: 48 SLE, 42 Control"																																																																																																																																																																																												
			"Ctrl 1"		"Ctrl 2"		"Ctrl 3"		"Ctrl 4"		"Ctrl 5"		"Ctrl 6"		"Ctrl 7"		"Ctrl 8"		"Ctrl 9"		"Ctrl 10"		"Ctrl 11"		"Ctrl 12"		"Ctrl 13"		"Ctrl 14"		"Ctrl 15"		"Ctrl 16"		"Ctrl 17"		"Ctrl 18"		"Ctrl 19"		"Ctrl 20"		"Ctrl 21"		"Ctrl 22"		"Ctrl 23"		"Ctrl 24"		"Ctrl 25"		"Ctrl 26"		"Ctrl 27"		"Ctrl 28"		"Ctrl 29"		"Ctrl 30"		"Ctrl 31"		"Ctrl 32"		"Ctrl 33"		"Ctrl 34"		"Ctrl 35"		"Ctrl 36"		"Ctrl 37"		"Ctrl 38"		"Ctrl 39"		"Ctrl 40"		"Ctrl 41"		"Ctrl 42"		"SLE 1"		"SLE 2"		"SLE 3"		"SLE 4"		"SLE 5"		"SLE 6"		"SLE 7"		"SLE 8"		"SLE 9"		"SLE 10"		"SLE 11"		"SLE 12"		"SLE 13"		"SLE 14"		"SLE 15"		"SLE 16"		"SLE 17"		"SLE 18"		"SLE 19"		"SLE 20"		"SLE 21"		"SLE 22"		"SLE 23"		"SLE 24"		"SLE 25"		"SLE 26"		"SLE 27"		"SLE 28"		"SLE 29"		"SLE 30"		"SLE 31"		"SLE 32"		"SLE 33"		"SLE 34"		"SLE 35"		"SLE 36"		"SLE 37"		"SLE 38"		"SLE 39"		"SLE 40"		"SLE 41"		"SLE 42"		"SLE 43"		"SLE 44"		"SLE 45"		"SLE 46"		"SLE 47"		"SLE 48"							
"34133_at"	"AL049685"	"Hypothetical protein similar to small G proteins, especially RAP-2A"	315	"P"	-113.3	"A"	810.6	"A"	519.2	"P"	253.5	"M"	421.6	"A"	592.8	"M"	663.5	"A"	237.5	"A"	294.2	"P"	406.7	"M"	455.3	"P"	566.8	"P"	430.4	"P"	753	"P"	875.4	"P"	1059.4	"A"	309.1	"A"	1045.6	"A"	308.9	"P"	323.2	"P"	829.7	"P"	92.9	"P"	839	"A"	371.8	"A"	291.2	"A"	1020.2	"A"	828	"P"	176.3	"A"	338.1	"P"	1143	"A"	616.3	"A"	530.3	"P"	412.2	"A"	471.1	"A"	491.1	"P"	472.6	"P"	276.5	"A"	219.4	"A"	406.7	"M"	194.9	"M"	282.3	"P"	356.3	"P"	550	"P"	480.7	"A"	419.6	"A"	364.8	"M"	290.6	"P"	251.8	"P"	322.8	"P"	137.5	"P"	236.2	"P"	415.1	"M"	593.5	"P"	785.6	"P"	746	"P"	755.8	"P"	819	"P"	519.6	"P"	596.7	"A"	165.7	"M"	1065.3	"M"	1238.9	"A"	1152.7	"P"	670.3	"P"	873.6	"P"	606	"P"	180	"P"	714.8	"P"	1069.8	"P"	533.8	"P"	412.4	"P"	970.5	"P"	458.3	"A"	703.6	"P"	1052.4	"M"	425.9	"A"	483.3	"A"	402.6	"P"	690.4	"P"	627.4	"P"	1468.6	"P"	960.1	"P"	1102.8	"P"	902.2	"P"	314.9	"P"	835.1	"A"	640.2	"A"	346.8	"P"	357.9	"P"	276	533	1.93	0.0003422003		
"34345_at"	"AF026031"	"Putative mitochondrial outer membrane protein import receptor"	1019.7	"P"	1743.7	"P"	1819.3	"P"	2913.3	"P"	2691.3	"P"	2122.2	"P"	892.6	"P"	2593.2	"P"	2560.6	"P"	2794.4	"P"	2517.3	"P"	2431	"P"	1986.4	"P"	1007.8	"P"	912.7	"P"	1277.3	"P"	244.8	"A"	1507.7	"P"	1454.4	"P"	1748.8	"P"	2019.6	"P"	1307.6	"P"	2752.5	"P"	2064	"P"	2542.4	"P"	3007.3	"P"	2765.6	"P"	2376.7	"P"	2942.3	"P"	2545.9	"P"	1936	"P"	1449.3	"P"	2338.3	"P"	3359	"P"	897	"P"	2686.6	"P"	2720.4	"P"	3015.1	"P"	3643.9	"P"	2454.2	"P"	2686.9	"P"	2256.8	"P"	2018.3	"P"	2319	"P"	1736.5	"P"	3000.7	"P"	1928.8	"P"	2444.6	"P"	2175.9	"P"	1893.1	"P"	2206.3	"P"	2496.3	"P"	1349.5	"P"	-14.8	"P"	2153.1	"P"	-992.3	"P"	2601.1	"P"	-663.4	"A"	1887.6	"P"	2297.5	"P"	-1653	"A"	107.4	"P"	689.9	"P"	-656.9	"P"	1742	"P"	218.8	"P"	1088.5	"P"	1651.2	"P"	995.1	"P"	1062.7	"P"	1723.2	"P"	241.2	"P"	971.3	"A"	2120.4	"P"	2898.7	"P"	220.3	"P"	-283.2	"A"	1545	"P"	833.9	"P"	1067.2	"P"	-1285.4	"A"	1085.4	"P"	783.3	"P"	1108.2	"P"	1462	"P"	1765	"P"	1956	"P"	473.9	"P"	2536.3	"P"	2333.8	"P"	2143	1346	0.63	2.92777112649791E-005		
"34435_at"	"AB008775"	"Aquaporin 9"	2165.2	"P"	2684.7	"P"	1741.5	"P"	2043.8	"P"	1728.7	"P"	1199.1	"P"	1340	"P"	1930.7	"P"	970.6	"P"	1220.7	"P"	1378.3	"P"	1503.2	"P"	662.2	"P"	1595.2	"P"	1685.3	"P"	1528.8	"P"	1217.7	"P"	866	"P"	690.2	"P"	1150.2	"P"	1123.4	"P"	1242.7	"P"	966.1	"P"	592.4	"A"	493.3	"P"	647.4	"P"	379	"A"	1154.2	"P"	737.9	"P"	1132.1	"P"	1434.3	"P"	535.4	"P"	1225	"P"	565.4	"P"	1249.5	"P"	1473.2	"P"	799	"P"	1156.9	"P"	893	"P"	1148.1	"P"	827.1	"P"	1192.8	"P"	2481.9	"P"	2941	"P"	3771.5	"P"	1162.8	"P"	1889.7	"P"	3008.8	"P"	5091.7	"P"	700.3	"P"	1658.2	"P"	2734	"P"	4923.8	"P"	3800.9	"P"	1279.4	"P"	7518.2	"P"	1228.9	"P"	1263.5	"P"	4080.5	"P"	1451.8	"P"	1601.9	"P"	8855.6	"P"	2468.6	"P"	2370	"P"	1803.6	"P"	2072.9	"P"	1700.6	"P"	1419.2	"P"	1550.6	"P"	5053.4	"P"	2759.3	"P"	2150.7	"P"	2717.1	"P"	759.3	"P"	874.1	"P"	9750.1	"P"	4248.1	"P"	977	"P"	1152.1	"P"	1644.7	"P"	1527.8	"P"	4066.1	"P"	4404.9	"P"	6970.8	"P"	3485.7	"P"	2571	"P"	1045.5	"P"	1903.8	"P"	1183.8	"P"	1690.4	"P"	1009	2566	2.54	4.5004929231372E-006		
"34470_at"	"D43945"	"Transcription factor EC"	1963.1	"P"	1268.7	"P"	670.1	"P"	1486.8	"P"	1642.4	"P"	1204.1	"P"	1993.6	"P"	2800.5	"P"	895.2	"P"	788.9	"P"	1042.1	"P"	1135.1	"P"	1088.5	"P"	1179.2	"P"	1317.1	"P"	960	"P"	199.1	"A"	780	"P"	97.9	"A"	1192	"P"	1272	"P"	1148.5	"P"	544.7	"P"	448.9	"A"	345.3	"M"	828	"P"	217.2	"A"	674.7	"P"	491.9	"P"	696.5	"P"	232.7	"A"	943	"P"	1085.6	"P"	231.5	"P"	345.7	"P"	978.3	"P"	994.6	"P"	811.1	"P"	841.5	"P"	900.2	"P"	943.1	"P"	1242.3	"P"	1290.4	"P"	1990	"P"	3773.8	"P"	1175.1	"P"	1556	"P"	2499.9	"P"	2720.6	"P"	1375.8	"P"	1639.6	"P"	2475.4	"P"	3387.2	"P"	2287.8	"P"	1270.6	"P"	854.3	"P"	1525.6	"P"	1661.9	"P"	538.1	"P"	990.7	"P"	2569.7	"P"	1119.5	"P"	1387.7	"P"	1729.6	"P"	1163.8	"P"	1865.7	"P"	766.2	"M"	1379.9	"P"	2208.8	"P"	1205.5	"P"	2263.9	"P"	1767	"P"	870.6	"P"	817.1	"P"	442.5	"P"	1230.5	"P"	926.7	"P"	641.8	"P"	1808.9	"P"	2308.5	"P"	2243.4	"P"	1058.3	"P"	2614.2	"P"	1089.4	"P"	835	"P"	2157	"P"	1103.7	"P"	1055.3	"P"	696	"P"	1647.4	"P"	753	1338	1.78	2.52545435120705E-007		
"34476_r_at"	"D30783"	"Epiregulin"	-63.7	"A"	88.9	"A"	-24.6	"A"	-24.7	"A"	-41.9	"A"	-92.2	"A"	24.6	"A"	-31.5	"A"	11.2	"A"	35.8	"A"	57	"A"	16.1	"A"	70	"A"	107.7	"A"	150.6	"A"	67.1	"A"	56.4	"A"	-14.9	"A"	-68.6	"A"	129.4	"A"	25.9	"A"	-9	"A"	-48	"A"	80.5	"A"	-46.7	"A"	-25.7	"A"	70.7	"A"	-19.7	"A"	-23.6	"A"	-14.1	"A"	-28.9	"A"	-69.1	"A"	-44.3	"A"	20.1	"A"	-49.2	"A"	50.8	"P"	43.2	"A"	24.1	"A"	8.8	"A"	-76.1	"A"	-60.3	"A"	-5.2	"A"	57.4	"A"	-6	"A"	8	"A"	25.3	"A"	-30.6	"A"	8.6	"A"	43.1	"A"	-15.5	"A"	71.4	"P"	6.4	"A"	42.9	"A"	716.4	"P"	55.6	"A"	895.4	"P"	31.8	"A"	383.3	"P"	155.4	"A"	44.8	"A"	-4.9	"A"	577.3	"P"	560	"P"	414.8	"P"	65.1	"A"	161.9	"A"	10.8	"A"	68.8	"A"	127.1	"A"	-10.4	"A"	53.5	"A"	384.6	"P"	1427.2	"P"	135.1	"A"	85.1	"A"	103	"A"	916.6	"P"	146.9	"A"	93.3	"A"	202.6	"A"	1648.1	"P"	693.6	"P"	2035.8	"P"	2222.4	"P"	521.5	"P"	353.8	"P"	-80.9	"A"	73.9	"A"	17.9	"A"	335.4	"P"	21	308	14.83	0.0005607251		
"34491_at"	"AJ225089"	"2'-5'-oligoadenylate synthetase-like"	634.2	"M"	1113.2	"P"	893.8	"A"	851.2	"P"	1465.8	"P"	405.3	"A"	994.4	"P"	740.5	"P"	467.2	"P"	753.3	"P"	1533.6	"P"	1372	"P"	710.6	"P"	461.3	"M"	1224.2	"P"	769.6	"P"	2373.1	"P"	468	"A"	761.5	"P"	598.2	"P"	581.4	"P"	714.7	"P"	823.6	"P"	519.4	"P"	1322.5	"P"	863.8	"P"	2009.3	"P"	1809.8	"P"	1286	"P"	1008.2	"P"	1132.6	"P"	953.4	"P"	501.4	"P"	279	"P"	929.8	"P"	695	"P"	1168.6	"P"	893.8	"P"	1209.3	"P"	938.2	"P"	588.6	"P"	1045.1	"P"	728.2	"P"	4685	"P"	6459.6	"P"	779.9	"P"	1243.6	"P"	1769.7	"P"	745.5	"P"	735.2	"P"	948.7	"P"	1583.7	"P"	691.6	"P"	2804.5	"P"	824.1	"P"	4391.4	"P"	6239.2	"P"	2511.9	"P"	906.4	"P"	3090.3	"P"	9263.2	"P"	6528.7	"P"	2855.5	"P"	2919.6	"P"	1962.6	"P"	3105.8	"P"	1946.9	"P"	1444.4	"P"	3536.5	"P"	1767.3	"P"	981.2	"P"	753.3	"P"	1750.1	"P"	1185	"P"	4220.3	"P"	10215.7	"P"	1429.3	"P"	1320.2	"P"	1681	"P"	3435.9	"P"	5721.7	"P"	3401.9	"P"	1250.3	"P"	4595.9	"P"	2243.3	"P"	4418.1	"P"	419.6	"A"	806.6	"A"	592.3	"P"	575.2	"P"	971	2785	2.87	0.000004435		
"34666_at"	"X07834"	"Superoxide dismutase 2, mitochondrial"	3057.6	"P"	2320.2	"P"	1457.1	"P"	2598.3	"P"	740.8	"P"	1430.4	"P"	2854	"P"	1306.7	"P"	642.6	"P"	1256.9	"P"	1423.8	"P"	646.9	"P"	1168.6	"P"	1361.8	"P"	3230.8	"P"	439.4	"P"	741.1	"P"	642.9	"P"	400.8	"P"	2541	"P"	1276.8	"P"	972.2	"P"	420.4	"P"	67	"A"	436.6	"A"	640.2	"P"	700.1	"A"	1863.3	"P"	1542.6	"P"	802.9	"P"	854.5	"P"	637.7	"P"	643.6	"P"	132.1	"A"	964.4	"P"	1033.4	"P"	452.1	"P"	745.5	"A"	277.3	"A"	951.5	"P"	2079.1	"P"	915.8	"P"	3175.2	"P"	2068	"P"	1711.2	"P"	1786.8	"P"	1911.2	"P"	2909	"P"	4252.1	"P"	2320.3	"P"	2086.6	"P"	2568.5	"P"	1075.3	"P"	4726.5	"P"	2310.9	"P"	9087.1	"P"	2105.9	"P"	1829.2	"P"	3710.1	"P"	1411.3	"P"	734.2	"A"	7015.6	"P"	2783	"P"	3570.6	"P"	3534.4	"P"	3150.5	"P"	4085.3	"P"	1947.9	"P"	1932.7	"P"	6009.7	"P"	4378.7	"P"	3776.3	"P"	1488.2	"P"	570.6	"P"	724.1	"P"	3372.3	"P"	3073.9	"P"	973.1	"P"	2424.9	"P"	2694.7	"P"	1170.6	"P"	610.3	"P"	811.2	"P"	676.5	"P"	987.6	"P"	1573.9	"P"	626.6	"P"	1446.8	"P"	1920.9	"P"	1151.9	"P"	898	2221	2.47	1.27000563829213E-005		
"34761_r_at"	"U41766"	"A disintegrin and metalloproteinase domain 9 (meltrin gamma)"	1064.7	"P"	801.4	"P"	502.1	"P"	504	"P"	478	"P"	610	"P"	496.3	"P"	730	"P"	316.1	"P"	227.1	"P"	866.4	"P"	502.6	"P"	943.5	"P"	432.7	"P"	974.9	"P"	540.5	"P"	568.4	"P"	479.2	"P"	179.6	"P"	380.3	"P"	1005.1	"P"	502.2	"P"	423.3	"P"	191	"A"	-0.4	"A"	466.3	"P"	138.6	"A"	386.4	"P"	417.4	"A"	469.5	"P"	164.2	"A"	165.8	"M"	155.7	"A"	178.5	"A"	125.1	"A"	440	"P"	304.8	"P"	395.9	"P"	151.8	"P"	411.2	"P"	463	"P"	309.1	"P"	672.5	"P"	1203	"P"	610	"P"	453.6	"P"	667.4	"P"	1096	"P"	1301	"P"	443.9	"M"	586.5	"P"	729.8	"P"	1340.4	"P"	1249	"P"	866.5	"P"	960.1	"P"	419.4	"P"	848.1	"P"	608.4	"P"	487.2	"P"	672.3	"P"	976.9	"P"	293.9	"P"	1526.9	"P"	843.3	"P"	860	"P"	580	"P"	710	"P"	556.4	"P"	507.6	"P"	572	"P"	1077.7	"P"	1436.7	"P"	226.4	"A"	303.3	"P"	318.1	"P"	1150.7	"P"	1100.9	"P"	482.5	"P"	759	"P"	1102.6	"P"	1002.2	"P"	1357.4	"P"	1848.8	"P"	1645.1	"P"	1431.9	"P"	466.6	"P"	279.3	"A"	404.2	"P"	784.7	"P"	372	752	2.02	1.23361791186711E-006		
"34770_at"	"Z14138"	"Mitogen-activated protein kinase kinase kinase 8"	393.2	"P"	152.3	"A"	86.8	"A"	202.2	"P"	238.9	"P"	69.8	"A"	199.9	"M"	167	"P"	125.7	"A"	173.7	"P"	171	"P"	104.2	"P"	170.5	"P"	362.7	"P"	204.7	"P"	-25.8	"A"	-1.4	"A"	133.2	"A"	25	"A"	7.5	"A"	198.8	"P"	30.3	"A"	9.7	"A"	123.4	"A"	81.8	"A"	77.7	"A"	142.4	"A"	66.5	"A"	-14.6	"A"	164.9	"P"	72.5	"A"	32.3	"A"	67.8	"A"	57.9	"A"	26.1	"A"	70.6	"A"	110	"A"	70.8	"P"	79.6	"A"	230.8	"P"	64.7	"P"	34.5	"A"	246.3	"P"	184	"P"	318.4	"P"	194	"A"	213.2	"P"	899.9	"P"	229.6	"P"	187.3	"P"	176	"P"	196.2	"P"	53.3	"A"	198.7	"A"	134.2	"P"	521.1	"P"	86.3	"A"	242.7	"P"	347.4	"P"	7.6	"A"	78.3	"A"	505.3	"P"	212.1	"P"	358.6	"P"	127	"A"	285.3	"P"	59	"A"	112.2	"P"	168.3	"A"	64.3	"A"	177.8	"P"	242.8	"P"	436.2	"P"	-16.8	"A"	-85.5	"A"	300.3	"P"	246.5	"P"	360	"P"	167.1	"A"	175.7	"M"	444.7	"P"	152.7	"P"	642.6	"P"	977.6	"P"	143	"P"	165.5	"P"	-53.4	"A"	-123.9	"A"	33.9	"A"	118.3	"M"	69	184	2.67	0.0004713232		
"34788_at"	"AL049365"	"DKFZp586A0618"	4974	"P"	5606.6	"P"	5987.8	"P"	4043	"P"	3814.4	"P"	6649.8	"P"	5709.2	"P"	5820.2	"P"	4615.7	"P"	3281.8	"P"	2064.4	"P"	5383.6	"P"	5836.8	"P"	6179.9	"P"	6388.8	"A"	3924	"P"	6286.7	"A"	6541.4	"P"	5136.1	"P"	4819.3	"P"	4842.1	"P"	4446.7	"P"	5708.4	"P"	5834.1	"P"	7235.2	"P"	4555.3	"P"	5543.2	"A"	3646.3	"P"	4869.6	"P"	4801.7	"P"	6440.4	"P"	3450.7	"P"	3494.9	"P"	5238.7	"P"	5862.5	"P"	2790.5	"P"	3127.4	"P"	5827.4	"P"	6498.8	"P"	3669.5	"P"	7429.8	"P"	5175.9	"P"	4792.8	"P"	2776	"P"	2151	"P"	5936.9	"P"	3422.6	"P"	3965.4	"P"	4583.3	"P"	6450.7	"P"	3347.1	"P"	3903.3	"P"	1686.9	"P"	2846.4	"A"	4623.8	"P"	3509.5	"P"	4930.2	"P"	4666.5	"A"	2141.7	"P"	2182.6	"P"	3388.1	"A"	3861.2	"A"	3673.6	"A"	5407.3	"A"	2122.3	"A"	8483.5	"P"	6445.2	"A"	4554.5	"P"	4375.1	"A"	3409.3	"A"	3187.3	"A"	6852.5	"A"	6246.3	"P"	3946.7	"P"	3964.6	"P"	2849.3	"A"	3773.2	"A"	6378.1	"P"	5406.9	"P"	5467.6	"A"	3075.9	"A"	4437.6	"P"	3440.3	"P"	5074	"P"	4819.4	"P"	2459.3	"P"	3343.6	"P"	4112.2	"A"	6359.9	"P"	2340.5	"P"	4524	2653	0.59	3.97717848299244E-005		
"34802_at"	"X15882"	"Collagen VI alpha-2 C-terminal globular domain"	743.1	"A"	1346.3	"P"	3216.4	"P"	910.3	"A"	1206.4	"P"	1383.7	"P"	854.8	"P"	843.6	"A"	1809.1	"P"	2159.9	"P"	1185.7	"P"	1117.2	"A"	1023.7	"P"	929.1	"A"	1706.8	"P"	1670.7	"P"	1885.2	"A"	1496.9	"P"	2169	"P"	1218.1	"P"	869.7	"P"	804.6	"P"	990.5	"P"	978.7	"P"	1032.6	"P"	1413.2	"P"	847.6	"A"	757.5	"P"	966.7	"P"	642.6	"P"	1828.8	"P"	2141.9	"P"	2537.6	"P"	765.3	"P"	1207.2	"P"	1074.2	"P"	1951.3	"P"	933.1	"P"	1234.1	"A"	1145.8	"P"	927.4	"P"	1124.8	"P"	980	"P"	703	"A"	231.2	"A"	1288.8	"P"	1118	"P"	1516.6	"P"	884.2	"A"	1047.5	"P"	818.5	"P"	939.7	"P"	798	"P"	645.5	"A"	844.1	"A"	456.7	"A"	408.3	"A"	1177.1	"A"	872.5	"P"	851.5	"P"	1055.2	"A"	905.6	"A"	1247.6	"P"	931.3	"A"	394.5	"A"	766.4	"A"	1426.7	"A"	883.6	"A"	531.8	"P"	1153.5	"A"	1063.4	"A"	823.7	"A"	1381.6	"P"	1800.4	"P"	742.5	"P"	907.9	"A"	1462.7	"P"	875.5	"P"	1106.6	"A"	369.9	"P"	-29.9	"A"	1037.9	"P"	699.2	"P"	262.8	"A"	717.2	"P"	460.6	"P"	994	"A"	1384	"A"	728	"A"	645.4	"P"	1082	454	0.42	1.05946993831213E-005		
"34863_s_at"	"W29030"	"CGI-49 protein"	168.2	"A"	-29.5	"A"	170.9	"P"	269.4	"P"	294.9	"P"	-283.3	"A"	102.8	"A"	131.3	"P"	282.7	"P"	23.7	"P"	184.1	"M"	197.1	"A"	199.2	"P"	224.4	"A"	232.5	"P"	-7.8	"A"	31.8	"A"	281.2	"P"	-0.9	"A"	145.6	"A"	185.9	"P"	420.3	"P"	107.4	"A"	-56.5	"A"	98.7	"A"	216.4	"P"	-341.6	"A"	268.4	"P"	292.7	"P"	262.4	"P"	32.1	"A"	104.1	"P"	84.6	"A"	271.4	"P"	122.3	"P"	240.1	"P"	250.1	"P"	88.1	"M"	147.3	"M"	57.4	"A"	88.3	"P"	189.6	"P"	182.8	"A"	236	"P"	572.1	"P"	210.4	"P"	237.8	"A"	289.2	"P"	224.9	"P"	103.7	"A"	253	"P"	444.7	"P"	512.9	"P"	454.9	"P"	197.7	"P"	182.8	"P"	391.4	"P"	326	"P"	266	"P"	230.5	"P"	278.3	"M"	317.3	"P"	331.3	"P"	202.9	"P"	403.7	"P"	179.6	"P"	91.1	"M"	169.5	"P"	331.1	"P"	211.8	"P"	278.3	"P"	238.2	"P"	80.3	"P"	184.9	"A"	283.1	"P"	14.9	"A"	51	"A"	188.7	"P"	178.3	"P"	198.2	"P"	225	"A"	340.4	"P"	167.1	"P"	177.6	"P"	379.2	"P"	773.6	"P"	224.9	"P"	60.2	"A"	275.5	"P"	264.7	"P"	134	244	1.82	0.0003503301		
"34951_at"	"D10923"	"Putative chemokine receptor; GTP-binding protein"	618.3	"P"	541.9	"A"	460.5	"A"	396.8	"P"	407.8	"P"	546.2	"P"	570.2	"P"	413.8	"P"	548.8	"P"	454.9	"P"	469.4	"A"	508.2	"A"	704.4	"P"	1492.1	"P"	1222.9	"P"	1017.1	"P"	1056.7	"P"	600.3	"A"	301.4	"A"	354.8	"P"	424.3	"M"	706.2	"P"	456.3	"M"	568.3	"P"	702.1	"A"	449.3	"M"	755.3	"A"	626.7	"A"	486.4	"P"	480.8	"A"	766	"P"	776.3	"P"	571.8	"A"	508.8	"P"	547.7	"A"	517.5	"P"	536.7	"P"	367.9	"P"	435.4	"P"	407.8	"P"	251.2	"P"	467.9	"P"	579.5	"P"	543	"P"	437.4	"A"	410.4	"P"	573.1	"P"	77.7	"A"	632.3	"P"	458.4	"A"	361.9	"P"	386.6	"P"	495.6	"P"	2012.7	"P"	454.3	"P"	4285.2	"P"	616.2	"P"	1119.2	"P"	6650	"P"	375.5	"A"	1057.6	"P"	7345.3	"P"	1864	"P"	1853.2	"P"	534	"P"	5465.9	"P"	857.1	"P"	235.5	"A"	1167.6	"P"	2859.8	"P"	953.5	"P"	1728.1	"P"	3052.9	"P"	381.9	"A"	497.7	"A"	9167.6	"P"	1677.9	"P"	1654.6	"P"	349.4	"A"	615.6	"P"	3473.2	"P"	2265.9	"P"	631.9	"P"	4574.7	"P"	1386.1	"P"	961.7	"P"	568.5	"A"	1192.2	"P"	376.6	"A"	1887.1	"P"	442	1621	3.67	0.0002516738		
"35121_at"	"Z18956"	"Solute carrier family 6 (neurotransmitter transporter, taurine), member 6"	650.9	"P"	1183.2	"P"	1609.5	"A"	1292.8	"P"	1053.3	"P"	1234.8	"A"	622.9	"P"	644.8	"P"	830.3	"P"	745.7	"P"	1347	"P"	812.5	"P"	723.8	"P"	739.8	"A"	994.8	"P"	2186.9	"P"	2069.3	"P"	830.2	"P"	656.1	"A"	541.5	"P"	667.8	"P"	1235.6	"P"	808.8	"P"	1054.7	"A"	1029.8	"A"	420.5	"P"	501.1	"A"	1028.4	"P"	971.2	"P"	1015.2	"P"	585.9	"P"	1335.7	"P"	1396.2	"P"	1176.5	"P"	1346.5	"A"	642	"P"	1516.4	"P"	170.5	"P"	132.2	"A"	52.7	"P"	191.2	"P"	1093.5	"P"	867.2	"P"	1097	"P"	450	"P"	886.6	"P"	1450.5	"P"	952.7	"P"	1434.6	"P"	572.7	"P"	827.4	"P"	1050.9	"P"	954.6	"A"	2333.9	"P"	755.5	"P"	1895	"P"	1110.2	"P"	1286.9	"P"	1871.9	"P"	635.6	"A"	779.5	"A"	3364.7	"P"	1178.2	"P"	1302.6	"P"	869.5	"P"	1404.9	"P"	522.1	"P"	850.9	"P"	981.5	"P"	4285.3	"P"	903.3	"P"	983.8	"P"	1653.8	"P"	3614	"P"	599.2	"M"	3318	"P"	1268.5	"P"	699.4	"P"	989.8	"P"	841.2	"P"	1576.1	"P"	3152.6	"P"	1983.7	"P"	2275.8	"P"	1521.7	"P"	775	"P"	921	"P"	484.9	"A"	1177.7	"P"	1532.5	"P"	748	1332	1.78	0.0004948139		
"35143_at"	"AI138605"	"Hypothetical protein DKFZp566A1524"	1045.5	"P"	1314.8	"P"	586.3	"P"	1164.9	"P"	825.5	"P"	488.3	"P"	698.8	"P"	690.5	"P"	762.7	"P"	1019.3	"P"	1452.3	"P"	719.1	"P"	926.3	"P"	617.4	"P"	2168.8	"P"	942.2	"P"	978.8	"P"	370.8	"P"	206.5	"A"	702.4	"P"	953.2	"P"	750.6	"P"	607.8	"P"	369.2	"P"	462.5	"A"	514.2	"P"	129.3	"A"	1488.6	"P"	700	"P"	988.1	"P"	418.2	"P"	902.3	"P"	799.3	"P"	415.6	"P"	412.2	"P"	948.2	"P"	1091.4	"P"	736.4	"P"	564.6	"P"	531.2	"P"	475.3	"P"	1179.4	"P"	916.8	"P"	1176	"P"	1167.4	"P"	549.1	"P"	993.3	"P"	1675.8	"P"	1817.6	"P"	526.8	"P"	1191.5	"P"	943.4	"P"	715.7	"P"	1423.6	"P"	1582.5	"P"	592.5	"P"	1528.5	"P"	105.9	"P"	952	"P"	688.4	"P"	1145.7	"P"	908.5	"P"	489	"P"	2325.7	"P"	1116	"P"	2221.3	"P"	478	"P"	896.6	"P"	1407.5	"P"	824.7	"P"	760.7	"P"	1097.3	"P"	1914.3	"P"	449.2	"A"	485.9	"P"	1175.9	"P"	2133	"P"	1747.2	"P"	1041.4	"P"	1274.6	"P"	2283	"P"	2016.2	"P"	4293.4	"P"	3102.8	"P"	3369.1	"P"	1492.2	"P"	472.7	"P"	174	"A"	958.3	"P"	1099.2	"P"	742	1238	1.67	0.0005459317		
"35179_at"	"AB009598"	"Beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)"	29.5	"A"	935.4	"P"	736.5	"P"	607.9	"P"	1054.5	"P"	601.8	"A"	311.3	"A"	397.2	"P"	1107.4	"P"	929.3	"P"	778.7	"P"	589.4	"A"	612.3	"P"	636.1	"P"	191.1	"M"	882.2	"P"	770.7	"M"	267.1	"A"	677.9	"A"	1480.5	"P"	686.2	"A"	730.7	"P"	1020.6	"P"	839.6	"A"	720.3	"P"	717.3	"P"	366.8	"A"	531.6	"P"	317.7	"P"	132.3	"P"	550.5	"P"	440.6	"M"	280.2	"P"	840.7	"P"	460.5	"P"	742.6	"P"	859.8	"P"	1247.4	"P"	1194.4	"P"	763.2	"P"	991.1	"P"	874.7	"P"	754	"P"	541	"P"	541.3	"P"	1125.9	"P"	606.3	"A"	349.9	"P"	644.4	"P"	963.8	"P"	888.3	"P"	612.4	"P"	448.8	"P"	41.8	"P"	427.5	"P"	-57.7	"A"	395.6	"P"	-1095.6	"A"	275.6	"M"	853	"P"	-143.1	"A"	-147.8	"A"	12.2	"A"	111.5	"A"	556	"P"	452.9	"A"	29.8	"P"	735.2	"P"	441.3	"P"	-200.6	"A"	64.3	"A"	612.6	"A"	221	"P"	897.2	"A"	703	"P"	-443.6	"A"	-571.1	"A"	447.9	"P"	730.7	"P"	236.4	"P"	83.6	"A"	265.1	"A"	249	"P"	476.7	"A"	318.2	"P"	425.9	"P"	214.8	"M"	599.6	"A"	519.3	"P"	321.3	"P"	590	322	0.55	0.0008673798		
